pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	source_idx	has_attractor	distance	subject_lemma
eng_0059	eng	SG	names him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).	SG	The 1616 edition of Ben Jonson's Works	PL	The 1616 editions of Ben Jonson's Works	The 1616 edition of Ben Jonson's Works names him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).	The 1616 editions of Ben Jonson's Works names him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).	61	0	6	edition
eng_0060	eng	PL	reside.	PL	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access projects	SG	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access projects reside.	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project reside.	62	0	1	project
eng_0060	eng	SG	resides.	SG	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project	PL	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access projects	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project resides.	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access projects resides.	62	0	1	project
eng_0061	eng	PL	exist.	PL	11. In Events of Default, clause (a) refers to dispute sections which I'm not sure	SG	11. In Events of Default, clause (a) refers to a dispute section which I'm not sure	11. In Events of Default, clause (a) refers to dispute sections which I'm not sure exist.	11. In Events of Default, clause (a) refers to a dispute section which I'm not sure exist.	63	1	5	which
eng_0061	eng	SG	exists.	SG	11. In Events of Default, clause (a) refers to a dispute section which I'm not sure	PL	11. In Events of Default, clause (a) refers to dispute sections which I'm not sure	11. In Events of Default, clause (a) refers to a dispute section which I'm not sure exists.	11. In Events of Default, clause (a) refers to dispute sections which I'm not sure exists.	63	1	5	which
eng_0063	eng	PL	amend the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.	PL	These Amendments	SG	This Amendment	These Amendments amend the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.	This Amendment amend the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.	66	0	1	amendment
eng_0063	eng	SG	amends the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.	SG	This Amendment	PL	These Amendments	This Amendment amends the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.	These Amendments amends the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.	66	0	1	amendment
eng_0064	eng	SG	swells with the body.	SG	His cassock, dark red,	PL	Their cassocks, dark red,	His cassock, dark red, swells with the body.	Their cassocks, dark red, swells with the body.	67	0	5	cassock
eng_0064	eng	PL	swell with the body.	PL	Their cassocks, dark red,	SG	His cassock, dark red,	Their cassocks, dark red, swell with the body.	His cassock, dark red, swell with the body.	67	0	5	cassock
eng_0065	eng	PL	survive, and no evidence suggests that he ever commissioned a portrait, so the Droeshout engraving, which Ben Jonson approved of as a good likeness, and his Stratford monument provide the best evidence of his appearance.	PL	No written contemporary descriptions of Shakespeare's physical appearance	SG	No written contemporary description of Shakespeare's physical appearance	No written contemporary descriptions of Shakespeare's physical appearance survive, and no evidence suggests that he ever commissioned a portrait, so the Droeshout engraving, which Ben Jonson approved of as a good likeness, and his Stratford monument provide the best evidence of his appearance.	No written contemporary description of Shakespeare's physical appearance survive, and no evidence suggests that he ever commissioned a portrait, so the Droeshout engraving, which Ben Jonson approved of as a good likeness, and his Stratford monument provide the best evidence of his appearance.	68	0	6	description
